ID	Referenced By	stats	name	resource	c_name_id	mnu_vision_face
544	1 refs poplist0501#6	Tumultuous Felix	Tumultuous Felix	627	Igna	0
545	1 refs poplist0501#10	Aggressive Cornelius	Aggressive Cornelius	629	Igna	0
546	2 refs JNL_quest0501#Challenge poplist0501#7	Veteran Yozel	Veteran Yozel	501	Feris	0
547	2 refs JNL_quest0501#Zazadan Still in Danger poplist0501#14	Sunlight Schvaik	Sunlight Schvaik	543	Rhogul	0
548	1 refs poplist0501#15	Despotic Arsene	Despotic Arsene	495	Bunnia	0
549	2 refs JNL_quest0401#What is Courage?! poplist0501#16	Hungry Volff	Hungry Volff	499	Volff	0
550	1 refs poplist0501#17	Woeful Upa	Woeful Upa	522	Upa	0
551	4 refs JNL_quest1001#Investigating Satorl JNL_quest1101#Talia's Research poplist0501#18 poplist0501#24	Dogmatic Gogol	Dogmatic Gogol	517	Gogol	0
552	2 refs JNL_quest0501#The Giants' Key poplist0501#19	Deluded Igna	Deluded Igna	626	Igna	0
553	3 refs poplist0501#20 poplist0501#21 poplist0501#22	Deified Queen	Deified Queen	563	Queen	0
554	2 refs JNL_quest0501#The Imperial Ceremony poplist0501#23	Radiant Pterix	Radiant Pterix	530	Pterix	0
555		555		409	White	0
556		556		409	White	0
557		557		409	White	0
558		558		409	White	0
559		559		409	White	0
560		560		409	White	0
561		561		409	White	0
562		562		409	White	0
563		563		409	White	0
564		564		409	White	0
565		565		409	White	0
566		566		409	White	0
567		567		409	White	0
568		568		409	White	0
569		569		409	White	0
570		570		409	White	0
571		571		409	White	0
572		572		409	White	0
573		573		409	White	0
574		574		409	White	0
575		575		409	White	0
576		576		409	White	0
577		577		409	White	0
578		578		409	White	0
579		579		409	White	0
580		580		409	White	0
581		581		409	White	0
582		582		409	White	0
583		583		409	White	0
584		584		409	White	0
585		585		409	White	0
586		586		409	White	0
587		587		409	White	0
588		588		409	White	0
589		589		409	White	0
590		590		409	White	0
591		591		409	White	0
592		592		409	White	0
593		593		409	White	0
594		594		409	White	0
595		595		409	White	0
596		596		409	White	0
597		597		409	White	0
598		598		409	White	0
599		599		409	White	0
600		600		409	White	0
601	6 refs poplist0601#114 poplist0601#116 poplist0601#118 poplist0601#119 poplist0601#169 poplist0601#171	Makna Piranhax	Makna Piranhax	589	Piranhax	0
602	6 refs JNL_quest0701#Monster Quest 1 - Part 2 poplist0601#115 poplist0601#117 poplist0601#120 poplist0601#170 poplist0601#172	Whapol Sardi	Whapol Sardi	590	Sardi	0
603	9 refs poplist0601#276 poplist0601#277 poplist0601#280 poplist0601#281 poplist0601#282 poplist0601#283 poplist0601#284 poplist0601#285 poplist0601#286	Fool Sardi	Fool Sardi	590	Sardi	0
604	10 refs poplist0601#29 poplist0601#31 poplist0601#79 poplist0601#80 poplist0601#262 poplist0601#263 poplist0601#264 poplist0601#265 poplist0601#266 poplist0601#273	Makna Brog	Makna Brog	518	Brog	0
605	23 refs JNL_quest0701#Monster Quest 1 - Part 3 poplist0601#33 poplist0601#34 poplist0601#72 poplist0601#76 poplist0601#81 poplist0601#82 poplist0601#91 poplist0601#95 poplist0601#125 poplist0601#126 poplist0601#127 poplist0601#128 poplist0601#129 poplist0601#150 poplist0601#173 poplist0601#174 poplist0601#175 poplist0601#176 poplist0601#177 poplist0601#181 poplist0601#275 poplist0601#279	Venaes Nebula	Venaes Nebula	599	Saturn	0
606	6 refs poplist0601#71 poplist0601#75 poplist0601#90 poplist0601#94 poplist0601#149 poplist0601#180	Caris Nebula	Caris Nebula	598	Mercury	0
607	15 refs poplist0601#45 poplist0601#58 poplist0601#64 poplist0601#69 poplist0601#73 poplist0601#77 poplist0601#92 poplist0601#96 poplist0601#132 poplist0601#133 poplist0601#134 poplist0601#135 poplist0601#136 poplist0601#151 poplist0601#182	Bagrus Nebula	Bagrus Nebula	600	Mars	0
608	10 refs JNL_quest0601#Monster Quest 4 poplist0601#108 poplist0601#109 poplist0601#110 poplist0601#163 poplist0601#164 poplist0601#165 poplist0601#166 poplist0601#167 poplist0601#230	Makna Eks	Makna Eks	510	Eks	0
609	11 refs JNL_quest0601#Monster Quest 1 poplist0601#26 poplist0601#27 poplist0601#28 poplist0601#51 poplist0601#52 poplist0601#53 poplist0601#54 poplist0601#98 poplist0601#99 poplist0601#100	Jungle Quadwing	Jungle Quadwing	549	Quadwing	0
610	12 refs JNL_quest0601#Monster Quest 3 poplist0601#111 poplist0601#112 poplist0601#113 poplist0601#137 poplist0601#159 poplist0601#160 poplist0601#178 poplist0601#215 poplist0601#217 poplist0601#259 poplist0601#260	Makna Ansel	Makna Ansel	545	Ansel	0
611	19 refs JNL_quest0601#Monster Quest 2 poplist0601#43 poplist0601#44 poplist0601#46 poplist0601#47 poplist0601#48 poplist0601#49 poplist0601#50 poplist0601#60 poplist0601#68 poplist0601#101 poplist0601#102 poplist0601#103 poplist0601#104 poplist0601#154 poplist0601#155 poplist0601#161 poplist0601#184 poplist0601#185	Makna Feris	Makna Feris	501	Feris	0
612	4 refs poplist0601#154 poplist0601#161 poplist0601#183 poplist0601#185	Lupus Feris	Lupus Feris	501	Feris	0
613	3 refs poplist0601#162 poplist0601#216 poplist0601#261	Korlba Pterix	Korlba Pterix	530	Pterix	0
614	5 refs poplist0601#168 poplist0601#229 poplist0601#234 poplist0601#235 poplist0601#236	Deinos Sauros	Deinos Sauros	528	Sauros	0
615	3 refs poplist0601#152 poplist0601#156 poplist0601#157	Laeklit Mammut	Laeklit Mammut	538	Mammut	0
616	16 refs JNL_quest0701#Lousy Lizards poplist0601#57 poplist0601#61 poplist0601#63 poplist0601#70 poplist0601#106 poplist0601#130 poplist0601#139 poplist0601#141 poplist0601#148 poplist0601#238 poplist0601#240 poplist0601#242 poplist0601#244 poplist0601#252 poplist0601#254	Plasma Deinos	Plasma Deinos	525	Deinos	0
617	17 refs JNL_quest0701#Lousy Lizards poplist0601#105 poplist0601#107 poplist0601#131 poplist0601#138 poplist0601#140 poplist0601#142 poplist0601#153 poplist0601#158 poplist0601#237 poplist0601#239 poplist0601#241 poplist0601#243 poplist0601#245 poplist0601#253 poplist0601#255 poplist0601#256	Inferno Deinos	Inferno Deinos	526	Deinos	0
618	14 refs JNL_quest0701#Monster Quest 1 - Part 1 poplist0601#30 poplist0601#32 poplist0601#121 poplist0601#122 poplist0601#123 poplist0601#124 poplist0601#267 poplist0601#268 poplist0601#269 poplist0601#270 poplist0601#271 poplist0601#274 poplist0601#278	Itmos Upa	Itmos Upa	522	Upa	0
619	19 refs poplist0601#189 poplist0601#191 poplist0601#194 poplist0601#195 poplist0601#198 poplist0601#199 poplist0601#200 poplist0601#202 poplist0601#204 poplist0601#206 poplist0601#207 poplist0601#208 poplist0601#210 poplist0601#213 poplist0601#221 poplist0601#225 poplist0601#226 poplist0601#231 poplist0601#233	Bois Hode	Bois Hode	639	Hode	0
620	10 refs poplist0601#194 poplist0601#195 poplist0601#196 poplist0601#198 poplist0601#199 poplist0601#202 poplist0601#204 poplist0601#221 poplist0601#225 poplist0601#226	Bosque Hode	Bosque Hode	640	Hode	0
621	14 refs poplist0601#193 poplist0601#194 poplist0601#195 poplist0601#197 poplist0601#198 poplist0601#199 poplist0601#200 poplist0601#202 poplist0601#203 poplist0601#204 poplist0601#206 poplist0601#207 poplist0601#211 poplist0601#228	Hyle Hode	Hyle Hode	641	Hode	0
622	4 refs poplist0601#188 poplist0601#190 poplist0601#222 poplist0601#232	Scout Hode	Scout Hode	641	Hode	0
623	16 refs poplist0601#186 poplist0601#187 poplist0601#192 poplist0601#193 poplist0601#196 poplist0601#200 poplist0601#205 poplist0601#208 poplist0601#209 poplist0601#210 poplist0601#212 poplist0601#213 poplist0601#214 poplist0601#218 poplist0601#223 poplist0601#233	Sabulum Orluga	Sabulum Orluga	645	Orluga	0
624	7 refs JNL_quest0701#Monster Quest 2 - Part 2 poplist0601#201 poplist0601#207 poplist0601#209 poplist0601#212 poplist0601#214 poplist0601#231	Ammos Orluga	Ammos Orluga	643	Orluga	0
625	10 refs JNL_quest0701#Monster Quest 2 - Part 3 poplist0601#197 poplist0601#203 poplist0601#205 poplist0601#209 poplist0601#211 poplist0601#213 poplist0601#214 poplist0601#218 poplist0601#224	Arena Orluga	Arena Orluga	647	Orluga	0
626	7 refs JNL_quest0701#Monster Quest 2 - Part 1 poplist0601#143 poplist0601#144 poplist0601#145 poplist0601#146 poplist0601#147 poplist0601#179	Terra Orluga	Terra Orluga	646	Orluga	0
627	3 refs poplist0601#287 poplist0601#288 poplist0601#296	Suelo Orluga	Suelo Orluga	646	Orluga	0
628	16 refs JNL_quest0701#Disinsectization poplist0601#19 poplist0601#25 poplist0601#55 poplist0601#56 poplist0601#62 poplist0601#66 poplist0601#83 poplist0601#84 poplist0601#227 poplist0601#246 poplist0601#247 poplist0601#248 poplist0601#249 poplist0601#250 poplist0601#251	Makna Eluca	Makna Eluca	568	Eluca	0
629	15 refs poplist0601#17 poplist0601#18 poplist0601#20 poplist0601#21 poplist0601#22 poplist0601#23 poplist0601#24 poplist0601#59 poplist0601#65 poplist0601#67 poplist0601#74 poplist0601#78 poplist0601#89 poplist0601#93 poplist0601#97	Petra Apis	Petra Apis	571	Apis	0
630	14 refs poplist0601#17 poplist0601#18 poplist0601#20 poplist0601#21 poplist0601#22 poplist0601#23 poplist0601#24 poplist0601#36 poplist0601#38 poplist0601#85 poplist0601#87 poplist0601#89 poplist0601#93 poplist0601#97	Klanis Apis	Klanis Apis	572	Apis	0
631	7 refs poplist0601#37 poplist0601#39 poplist0601#86 poplist0601#88 poplist0601#257 poplist0601#258 poplist0601#272	Hasal Apis	Hasal Apis	573	Apis	0
632	7 refs poplist0601#289 poplist0601#290 poplist0601#291 poplist0601#292 poplist0601#297 poplist0601#298 poplist0601#299	Marmor Apis	Marmor Apis	573	Apis	0
633	6 refs poplist0601#35 poplist0601#40 poplist0601#41 poplist0601#42 poplist0601#219 poplist0601#220	Teneb Vang	Teneb Vang	554	Vang	0
634	5 refs poplist0601#293 poplist0601#294 poplist0601#295 poplist0601#300 poplist0601#301	Buio Vang	Buio Vang	554	Vang	0
635	3 refs poplist0601#302 poplist0601#303 poplist0601#304	Makna Antol	Makna Antol	561	Antol	0
636	2 refs BTL_GimmckBossRescue#4 poplist0601#1	Puera Telethia	Puera Telethia	606	Mystery	0
637	1 refs poplist0601#2	Leone Telethia	Leone Telethia	604	Mystery	0
638	1 refs poplist0601#3	Leone Telethia	Leone Telethia	604	Mystery	0
639	2 refs JNL_quest0701#Challenge 1 poplist0601#12	Agile Albatro	Agile Albatro	545	Ansel	0
640	2 refs JNL_quest0701#Challenge 3 poplist0601#10	Lazy Bluco	Lazy Bluco	568	Eluca	0
641	2 refs JNL_quest0601#Challenge poplist0601#6	Shimmering Forte	Shimmering Forte	526	Deinos	0
642	2 refs JNL_quest0701#Beat Kilaki to it! poplist0601#8	Obsessive Galgaron	Obsessive Galgaron	644	Orluga	0
643	2 refs JNL_quest0701#Challenge 2 poplist0601#7	Breezy Zolos	Breezy Zolos	510	Eks	0
644	1 refs poplist0601#11	Magnificent Digalus	Magnificent Digalus	528	Sauros	0
645	1 refs poplist0601#9	Illustrious Golteus	Illustrious Golteus	530	Pterix	0
646	2 refs JNL_quest0601#Final Challenge of the Sage poplist0601#4	Unreliable Rezno	Unreliable Rezno	593	Lexos	0
647	1 refs poplist0601#13	Brutal Gravar	Brutal Gravar	631	Kromar	0
648	2 refs JNL_quest0101#The Old Soldier's Test poplist0601#5	Elder Gragus	Elder Gragus	549	Quadwing	0
649	2 refs JNL_quest0701#Giant Attack! poplist0601#14	Ashy Orluga	Ashy Orluga	646	Orluga	0
650	2 refs JNL_quest0401#251 poplist0601#15	Mysterious Telethia	Mysterious Telethia	604	Telethia	0
651	1 refs poplist0601#16	Mysterious Telethia Dummy	Mysterious Telethia Dummy	604	Telethia	0
652		652		409	White	0
653		653		409	White	0
654		654		409	White	0
655		655		409	White	0
656		656		409	White	0
657		657		409	White	0
658		658		409	White	0
659		659		409	White	0
660		660		409	White	0
661		661		409	White	0
662		662		409	White	0
663		663		409	White	0
664		664		409	White	0
665		665		409	White	0
666		666		409	White	0
667		667		409	White	0
668		668		409	White	0
669		669		409	White	0
670		670		409	White	0
671		671		409	White	0
672		672		409	White	0
673		673		409	White	0
674		674		409	White	0
675		675		409	White	0
676		676		409	White	0
677		677		409	White	0
678		678		409	White	0
679		679		409	White	0
680		680		409	White	0
681		681		409	White	0
682		682		409	White	0
683		683		409	White	0
684		684		409	White	0
685		685		409	White	0
686		686		409	White	0
687		687		409	White	0
688		688		409	White	0
689		689		409	White	0
690		690		409	White	0
691		691		409	White	0
692		692		409	White	0
693		693		409	White	0
694		694		409	White	0
695		695		409	White	0
696		696		409	White	0
697		697		409	White	0
698		698		409	White	0
699		699		409	White	0
700		700		409	White	0
701		Quadrupedal Machine	Quadrupedal Machine	409	White	0
702		Quadrupedal Machine (Alter	Quadrupedal Machine (Alter	409	White	0
703		Quadrupedal Machine (Blitz	Quadrupedal Machine (Blitz	409	White	0
704		Quadrupedal Machine (Hit	Quadrupedal Machine (Hit	411	White	0
705		Quadrupedal Machine	Quadrupedal Machine	411	White	0
706		Quadrupedal Machine	Quadrupedal Machine	411	White	0
707		Quadrupedal Machine (Cut	Quadrupedal Machine (Cut	412	White	0
708		Quadrupedal Machine	Quadrupedal Machine	412	White	0
709		Quadrupedal Machine	Quadrupedal Machine	412	White	0
710		Wasp Machine	Wasp Machine	414	White	0
711		Wasp Machine (Modify	Wasp Machine (Modify	414	White	0
712		Wasp Machine (Attack	Wasp Machine (Attack	414	White	0
713		Wasp Machine (Hit	Wasp Machine (Hit	417	White	0
714		Wasp Machine	Wasp Machine	418	White	0
715		Wasp Machine	Wasp Machine	421	White	0
716		Wasp Machine (Close	Wasp Machine (Close	419	White	0
717		Wasp Machine	Wasp Machine	419	White	0
718		Wasp Machine	Wasp Machine	420	White	0
719		Android Machine	Android Machine	423	White	0
720		Android Machine	Android Machine	423	White	0
721		Android Machine	Android Machine	423	White	0
722		Android Machine (Eat	Android Machine (Eat	424	White	0
723		Android Machine	Android Machine	425	White	0
724		Android Machine	Android Machine	426	White	0
725		Android Machine (Do	Android Machine (Do	429	White	0
726		Android Machine	Android Machine	430	White	0
727		Android Machine	Android Machine	432	White	0
728		Android Machine (Turbo	Android Machine (Turbo	431	White	0
729		Android Machine	Android Machine	431	White	0
730		Android Machine	Android Machine	427	White	0
731		Large Machine	Large Machine	433	White	0
732		Large Machine	Large Machine	433	White	0
733		Large Machine	Large Machine	433	White	0
734		Large Machine (Seri	Large Machine (Seri	435	White	0
735		Large Machine	Large Machine	436	White	0
736		Large Machine	Large Machine	435	White	0
737		Large Machine (Cannon	Large Machine (Cannon	437	White	0
738		Large Machine	Large Machine	437	White	0
739		Large Machine	Large Machine	437	White	0
740		Scout Machine	Scout Machine	439	White	0
741		Scout Machine	Scout Machine	439	White	0
742		Scout Machine	Scout Machine	439	White	0
743		Scout Machine (Strong	Scout Machine (Strong	441	White	0
744		Scout Machine	Scout Machine	441	White	0
745		Scout Machine	Scout Machine	442	White	0
746		Tentacle	Tentacle	443	White	0
747		Tentacle	Tentacle	445	White	0
748		Tentacle	Tentacle	447	White	0
749		Tentacle	Tentacle	446	White	0
750		Defence Machine (Strong	Defence Machine (Strong	449	White	0
751		Defence Machine	Defence Machine	450	White	0
752		Flying Machine (Sword	Flying Machine (Sword	452	White	0
753		Flying Machine	Flying Machine	452	White	0
754		Flying Machine (Shield	Flying Machine (Shield	453	White	0
755		Flying Machine	Flying Machine	453	White	0
756		Flying Machine (Strong	Flying Machine (Strong	454	White	0
757		Flying Machine	Flying Machine	455	White	0
758		Large Quadrupedal Machine	Large Quadrupedal Machine	456	White	0
759		Large Quadrupedal Machine	Large Quadrupedal Machine	457	White	0
760		Tank Machine	Tank Machine	458	White	0
761		Tank Machine	Tank Machine	459	White	0
762		35m	35m	438	White	0
763		35m	35m	438	White	0
764		E Defence A	E Defence A	464	White	0
765		E Defence A	E Defence A	464	White	0
766		E Defence A New	E Defence A New	465	White	0
767		E Defence A New	E Defence A New	465	White	0
768		E Defence B	E Defence B	461	White	0
769		E Defence B	E Defence B	462	White	0
770		Mass-Produced Xord	Mass-Produced Xord	476	White	0
771		Mass-Produced Xord	Mass-Produced Xord	476	White	0
772		Mass-Produced Xord	Mass-Produced Xord	476	White	0
773		773		451	White	0
774		Confined Mu	Confined Mu	470	White	0
775		Confined Zo	Confined Zo	477	White	0
776		Confined Zo 2	Confined Zo 2	478	White	0
777		Confined Ga	Confined Ga	481	White	0
778		Confined Te	Confined Te	611	White	0
779		779		409	White	0
780		780		409	White	0
781		781		409	White	0
782		782		409	White	0
783		783		409	White	0
784		784		409	White	0
785		785		409	White	0
786		786		409	White	0
787		787		409	White	0
788		788		409	White	0
789		789		409	White	0
790		790		409	White	0
791		791		409	White	0
792		792		409	White	0
793		793		409	White	0
794		794		409	White	0
795		795		409	White	0
796		796		409	White	0
797		797		409	White	0
798		798		409	White	0
799		799		409	White	0
800	2 refs JNL_quest0701#Bana the Betrayer poplist0701#1	Frenzied Bana	Frenzied Bana	532	Pterix	0
801		801		409	White	0
802		802		409	White	0
803		803		409	White	0
804		804		409	White	0
805		805		409	White	0
806		806		409	White	0
807		807		409	White	0
808		808		409	White	0
809		809		409	White	0
810		810		409	White	0
811		811		409	White	0
812		812		409	White	0
813		813		409	White	0
814		814		409	White	0
815		815		409	White	0
816		816		409	White	0
817		817		409	White	0
818		818		409	White	0
819		819		409	White	0
820		820		409	White	0
821		821		409	White	0
822		822		409	White	0
823		823		409	White	0
824		824		409	White	0
825		825		409	White	0
826		826		409	White	0
827		827		409	White	0
828		828		409	White	0
829		829		409	White	0
830		830		409	White	0
831		831		409	White	0
832		832		409	White	0
833		833		409	White	0
834		834		409	White	0
835		835		409	White	0
836		836		409	White	0
837		837		409	White	0
838		838		409	White	0
839		839		409	White	0
840		840		409	White	0
841		841		409	White	0
842		842		409	White	0
843		843		409	White	0
844		844		409	White	0
845		845		409	White	0
846		846		409	White	0
847		847		409	White	0
848		848		409	White	0
849		849		409	White	0
850		850		409	White	0
851		851		409	White	0
852		852		409	White	0
853		853		409	White	0
854		854		409	White	0
855		855		409	White	0
856		856		409	White	0
857		857		409	White	0
858		858		409	White	0
859		859		409	White	0
860		860		409	White	0
861		861		409	White	0
862		862		409	White	0
863		863		409	White	0
864		864		409	White	0
865		865		409	White	0
866		866		409	White	0
867		867		409	White	0
868		868		409	White	0
869		869		409	White	0
870		870		409	White	0
871		871		409	White	0
872		872		409	White	0
873		873		409	White	0
874		874		409	White	0
875		875		409	White	0
876		876		409	White	0
877		877		409	White	0
878		878		409	White	0
879		879		409	White	0
880		880		409	White	0
881		881		409	White	0
882		882		409	White	0
883		883		409	White	0
884		884		409	White	0
885		885		409	White	0
886		886		409	White	0
887		887		409	White	0
888		888		409	White	0
889		889		409	White	0
890		890		409	White	0
891		891		409	White	0
892		892		409	White	0
893		893		409	White	0
894		894		409	White	0
895		895		409	Spider	0
896		896		409	Yado	0
897		897		409	Tuber	0
898		898		409	Bee	0
899		899		409	Armu	0
900		900		409	Bunni	0
901	19 refs poplist0901#5 poplist0901#6 poplist0901#7 poplist0901#8 poplist0901#10 poplist0901#11 poplist0901#15 poplist0901#16 poplist0901#21 poplist0901#23 poplist0901#26 poplist0901#28 poplist0901#31 poplist0901#33 poplist0901#36 poplist0901#38 poplist0901#41 poplist0901#43 poplist0901#45	Nero Andos	Nero Andos	464	White	0
902	13 refs poplist0901#17 poplist0901#19 poplist0901#22 poplist0901#24 poplist0901#27 poplist0901#29 poplist0901#32 poplist0901#34 poplist0901#37 poplist0901#39 poplist0901#42 poplist0901#44 poplist0901#46	Azul Andos	Azul Andos	465	White	0
903	10 refs poplist0901#12 poplist0901#18 poplist0901#20 poplist0901#25 poplist0901#30 poplist0901#35 poplist0901#40 poplist0901#48 poplist0901#50 poplist0901#51	Hover Astas	Hover Astas	461	White	0
904	2 refs poplist0901#47 poplist0901#49	Orluga Rufus	Orluga Rufus	648	Orluga	0
905	1 refs poplist0901#1	Tyrea	Tyrea	613	Ancient	0
906	1 refs poplist0901#1	Solidum Telethia	Solidum Telethia	608	Ancient	0
907	1 refs poplist0901#2	Orluga Rufus	Orluga Rufus	648	Mystery	0
908	1 refs poplist0901#9	Nero Andos	Nero Andos	464	White	0
909	2 refs poplist0901#13 poplist0901#14	Hover Astas	Hover Astas	461	White	0
910	1 refs poplist0901#3	Calm Anzabi	Calm Anzabi	461	White	0
911	1 refs poplist0901#4	Furious Jozan	Furious Jozan	608	Telethia	0
912		912		409	White	0
913		913		409	White	0
914		914		409	White	0
915		915		409	White	0
916		916		409	White	0
917		917		409	White	0
918		918		409	White	0
919		919		409	White	0
920		920		409	White	0
921		921		409	White	0
922		922		409	White	0
923		923		409	White	0
924		924		409	White	0
925		925		409	White	0
926		926		409	White	0
927		927		409	White	0
928		928		409	White	0
929		929		409	White	0
930		Mist Ele (Wind	Mist Ele (Wind	597	White	0
931		Mist Ele (Earth	Mist Ele (Earth	598	White	0
932		Mist Ele (Water	Mist Ele (Water	599	White	0
933		Mist Ele (Fire	Mist Ele (Fire	600	White	0
934		Mist Ele (Lightning	Mist Ele (Lightning	601	White	0
935		Mist Ele (Water	Mist Ele (Water	602	White	0
936		Ele	Ele	464	White	0
937		Ele	Ele	464	White	0
938		Ele	Ele	464	White	0
939		Ele	Ele	464	White	0
940		Antibody A	Antibody A	603	White	0
941		Antibody A	Antibody A	603	White	0
942		Antibody B	Antibody B	448	White	0
943		Antibody B	Antibody B	448	White	0
944		Antibody C	Antibody C	463	White	0
945		Antibody C	Antibody C	463	White	0
946		Antibody	Antibody	464	White	0
947		Antibody	Antibody	464	White	0
948		Antibody E	Antibody E	460	White	0
949		Antibody E	Antibody E	460	White	0
950		Crawler Subspecies (Sword	Crawler Subspecies (Sword	626	White	0
951		Crawler Subspecies (Sword	Crawler Subspecies (Sword	626	White	0
952		Crawler Subspecies (Sword	Crawler Subspecies (Sword	626	White	0
953		Crawler Subspecies (Curve	Crawler Subspecies (Curve	627	White	0
954		Crawler Subspecies (Curve	Crawler Subspecies (Curve	627	White	0
955		Crawler Subspecies (Curve	Crawler Subspecies (Curve	627	White	0
956		Crawler Subspecies (Axe	Crawler Subspecies (Axe	628	White	0
957		Crawler Subspecies (Axe	Crawler Subspecies (Axe	628	White	0
958		Crawler Subspecies (Axe	Crawler Subspecies (Axe	628	White	0
959		Crawler Subspecies (Magic	Crawler Subspecies (Magic	628	White	0
960		Crawler Subspecies (Magic	Crawler Subspecies (Magic	628	White	0
961		Crawler Subspecies (Magic	Crawler Subspecies (Magic	628	White	0
962		E Subspecies (Sword	E Subspecies (Sword	630	White	0
963		E Subspecies (Sword	E Subspecies (Sword	630	White	0
964		E Subspecies (Curve	E Subspecies (Curve	631	White	0
965		E Subspecies (Curve	E Subspecies (Curve	631	White	0
966		E Subspecies (Magic	E Subspecies (Magic	631	White	0
967		E Subspecies (Magic	E Subspecies (Magic	631	White	0
968		E Subspecies (Magic	E Subspecies (Magic	631	White	0
969		Bird Subspecies (Spear	Bird Subspecies (Spear	633	White	0
970		Bird Subspecies (Spear	Bird Subspecies (Spear	633	White	0
971		Bird Subspecies (Spear	Bird Subspecies (Spear	633	White	0
972		Bird Subspecies (Ore Spear	Bird Subspecies (Ore Spear	635	White	0
973		Bird Subspecies (Ore Spear	Bird Subspecies (Ore Spear	635	White	0
974		Bird Subspecies (Ore Spear	Bird Subspecies (Ore Spear	635	White	0
975		Bird Subspecies (Bow	Bird Subspecies (Bow	637	White	0
976		Bird Subspecies (Bow	Bird Subspecies (Bow	637	White	0
977		Bird Subspecies (Bow	Bird Subspecies (Bow	637	White	0
978		Ma Subspecies (Spear	Ma Subspecies (Spear	639	White	0
979		Ma Subspecies (Spear	Ma Subspecies (Spear	639	White	0
980		Ma Subspecies (Staff	Ma Subspecies (Staff	640	White	0
981		Ma Subspecies (Staff	Ma Subspecies (Staff	640	White	0
982		Ma Subspecies (Bow	Ma Subspecies (Bow	641	White	0
983		Ma Subspecies (Bow	Ma Subspecies (Bow	641	White	0
984		Ma Subspecies (Bow B	Ma Subspecies (Bow B	642	White	0
985		Ma Subspecies (Bow B	Ma Subspecies (Bow B	642	White	0
986		Meat Subspecies (Mounted	Meat Subspecies (Mounted	643	White	0
987		Meat Subspecies (Mounted	Meat Subspecies (Mounted	643	White	0
988		Meat Subspecies	Meat Subspecies	645	White	0
989		Meat Subspecies	Meat Subspecies	645	White	0
990		Meat Subspecies (Plain	Meat Subspecies (Plain	646	White	0
991		Meat Subspecies (Plain	Meat Subspecies (Plain	646	White	0
992		Meat Subspecies (Tattoo	Meat Subspecies (Tattoo	647	White	0
993		Meat Subspecies (Tattoo	Meat Subspecies (Tattoo	647	White	0
994		Meat Subspecies (Tomb	Meat Subspecies (Tomb	648	White	0
995		Meat Subspecies (Tomb	Meat Subspecies (Tomb	648	White	0
996		Snow Subspecies (Tomb	Snow Subspecies (Tomb	649	White	0
997		Snow Subspecies (Tomb	Snow Subspecies (Tomb	649	White	0
998		998		409	White	0
999		999		409	White	0
1000		1000		409	White	0
1001	6 refs JNL_quest1101#Monster Quest 2 - Part 3 poplist1001#164 poplist1001#217 poplist1001#245 poplist1001#246 poplist1001#251	Racti Lexos	Racti Lexos	593	Lexos	0
1002	23 refs JNL_quest1101#A Friend in Need poplist1001#31 poplist1001#32 poplist1001#44 poplist1001#45 poplist1001#49 poplist1001#54 poplist1001#55 poplist1001#90 poplist1001#91 poplist1001#103 poplist1001#104 poplist1001#105 poplist1001#125 poplist1001#126 poplist1001#127 poplist1001#128 poplist1001#129 poplist1001#146 poplist1001#147 poplist1001#170 poplist1001#256 poplist1001#257	Eryth Hiln	Eryth Hiln	555	Hiln	0
1003	9 refs JNL_quest1101#Monster Quest 1 - Part 2 poplist1001#61 poplist1001#79 poplist1001#81 poplist1001#186 poplist1001#188 poplist1001#201 poplist1001#203 poplist1001#249	Eryth Ansel	Eryth Ansel	545	Ansel	0
1004	3 refs JNL_quest1101#Monster Quest 1 - Part 3 poplist1001#194 poplist1001#258	Ciconia Ekidno	Ciconia Ekidno	533	Ekidno	0
1005	4 refs JNL_quest1101#Monster Quest 3 - Part 3 poplist1001#177 poplist1001#183 poplist1001#274	Pelargos Ekidno	Pelargos Ekidno	534	Ekidno	0
1006	9 refs JNL_quest1101#Monster Quest 2 - Part 1 poplist1001#62 poplist1001#80 poplist1001#82 poplist1001#187 poplist1001#189 poplist1001#202 poplist1001#204 poplist1001#250	Chloro Laia	Chloro Laia	588	Laia	0
1007	6 refs poplist1001#27 poplist1001#43 poplist1001#162 poplist1001#163 poplist1001#168 poplist1001#169	Lunar Grady	Lunar Grady	591	Grady	0
1008	16 refs poplist1001#88 poplist1001#89 poplist1001#99 poplist1001#100 poplist1001#101 poplist1001#102 poplist1001#121 poplist1001#122 poplist1001#123 poplist1001#124 poplist1001#145 poplist1001#160 poplist1001#161 poplist1001#166 poplist1001#167 poplist1001#178	Sol Grady	Sol Grady	592	Grady	0
1009	4 refs poplist1001#165 poplist1001#253 poplist1001#254 poplist1001#255	Carbon Tude	Carbon Tude	596	Tude	0
1010	15 refs JNL_quest1101#Monster Quest 1 - Part 1 poplist1001#33 poplist1001#34 poplist1001#35 poplist1001#36 poplist1001#94 poplist1001#95 poplist1001#106 poplist1001#107 poplist1001#108 poplist1001#130 poplist1001#131 poplist1001#132 poplist1001#212 poplist1001#213	Cruz Pagul	Cruz Pagul	582	Pagul	0
